surface_form	normalized_form	segmentation	alt_segmentations	gloss	lemma	alt_lemmas	pos	alt_pos	confidence	first_verse	frequency	review_reasons	status
Joshua	joshua	Joshua	Joshua'	JOSHUA	Joshua	joshua	PROP	UNK	high	02017009	223	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
midangte	midangte	midang-te	Midangte'|midangte'	other.person-PL	midang	midangte	N	UNK	high	01009006	222	multi_segmentation:3|multi_lemma:2|multi_pos:N|UNK	pending_review
khatlekhat	khatlekhat	khat-le-khat	khat-le-khat'	one-and-one	khat		N		high	01011003	219	multi_segmentation:2	pending_review
kamsangte	kamsangte	kamsang-te	Kamsangte|Kamsangte'|kamsangte'	prophet-PL	kamsang	Kamsangte|kamsangte	N	PROP|UNK	high	04011025	215	multi_segmentation:4|multi_lemma:3|multi_pos:N|PROP|UNK	pending_review
Peter	peter	Peter	Peter'	PETER	Peter	peter	PROP	UNK	high	40004018	215	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
biak	biak	biak	Biak	worship	bia		V		high	01022006	212	multi_segmentation:2	pending_review
sanggampa	sanggampa	sanggampa	Sanggampa|sanggampa'	brother	sanggampa		N		high	01004002	210	multi_segmentation:3	pending_review
Jerusalem-ah	jerusalem-ah	jerusalem-ah		JERUSALEM-LOC	jerusalem		UNK		high	06015063	210	pos_unknown	pending_review
innkuan	innkuan	inn-kuan	innkuan'	house-family	inn	innkuan	N		high	01008019	208	multi_segmentation:2|multi_lemma:2	pending_review
mit	mit	mit	Mit|mit'	eye	mit		N		high	01019011	208	multi_segmentation:3	pending_review
ukna	ukna	ukna	Ukna	rule.NMLZ	ukna		N		high	01001026	207	multi_segmentation:2	pending_review
numeite	numeite	numei-te	Numeite|Numeite'|numeite'	woman-PL	numei	Numeite|numeite	N	PROP|UNK	high	01014016	207	multi_segmentation:4|multi_lemma:3|multi_pos:N|PROP|UNK	pending_review
nin	nin	nin	Nin	day	nin		N		high	01031035	206	multi_segmentation:2	pending_review
Singkuang	singkuang	sing-kuang	Singkuang|sing-kuang'	wood-box	sing	Singkuang	N	PROP	high	02016034	205	multi_segmentation:3|multi_lemma:2|multi_pos:N|PROP	pending_review
lau	lau	lau	Lau	fear	lau		N		high	01003010	203	multi_segmentation:2	pending_review
“Note	“note	Note	Note'	2PL.PRO	note		FUNC		high	01009007	202	multi_segmentation:2	pending_review
nek	nek	nek	Nek	eat.II	ne		V		high	01002009	199	multi_segmentation:2	pending_review
khuavak	khuavak	khuavak	Khuavak|Khuavak'	light	khuavak		N		high	01001003	197	multi_segmentation:3	pending_review
“Kei	“kei	Kei	Kei'	NEG	kei		FUNC		high	01003012	197	multi_segmentation:2	pending_review
thugente	thugente	thu-gen-te	thugente'	word-tell-PL	thu	thugente	N	UNK	high	01034018	197	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	pending_review
Moab	moab	Moab	Moab'	MOAB	Moab	moab	PROP	UNK	high	01019037	193	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
kamsang	kamsang	kamsang	Kamsang	prophet	kamsang		N		high	01020007	191	multi_segmentation:2	pending_review
tum	tum	tum		all	tum		UNK		high	01007013	189	pos_unknown	pending_review
khe	khe	khe	Khe	foot	khe		N		high	01018003	188	multi_segmentation:2	pending_review
kap	kap	kap	Kap	weep	kap		V		high	01021016	186	multi_segmentation:2	pending_review
thupiakna	thupiakna	thupiakna	Thupiakna	commandment.NMLZ	thupiakna		N		high	01007016	185	multi_segmentation:2	pending_review
ciah	ciah	ciah	Ciah	return	ciah		V		high	01014011	183	multi_segmentation:2	pending_review
tuan	tuan	tuan		ride	tuan		UNK		high	02016018	181	pos_unknown	pending_review
Sakol	sakol	Sakol'	Sakol|sakol	donkey.POSS	sakol		N		high	01049017	180	multi_segmentation:3	pending_review
anlum	anlum	anlum	Anlum	food	anlum		N		high	01019003	179	multi_segmentation:2	pending_review
khempeuhte	khempeuhte	khempeuh-te	khempeuh-te'	all-PL	khempeuh		FUNC		high	01001030	175	multi_segmentation:2	pending_review
laibu	laibu	laibu	Laibu	book	laibu		N		high	01005001	175	multi_segmentation:2	pending_review
bangci	bangci	bangci	Bangci	how	bangci		FUNC		high	01015008	175	multi_segmentation:2	pending_review
thah	thah	thah	Thah	slay	thah		N		high	01004015	174	multi_segmentation:2	pending_review
suah	suah	suah	Suah	birth	suah	Suah	N	PROP	high	01005004	174	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	pending_review
het	het	het		trouble	het		UNK		high	01020011	174	pos_unknown	pending_review
nusia	nusia	nusia	Nusia	forsake	nusia		V		high	01028015	174	multi_segmentation:2	pending_review
gamte	gamte	gam-te	gamte'	land-PL	gam	gamte	N	UNK	high	03025034	174	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	pending_review
leeng	leeng	leeng	Leeng	chariot	leeng		N		high	01001020	171	multi_segmentation:2	pending_review
suan	suan	suan	Suan	plant	suan		V		high	01021033	171	multi_segmentation:2	pending_review
behte	behte	beh-te	behte'	tribe-PL	beh	behte	N	UNK	high	01016012	170	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	pending_review
tuuno	tuuno	tuuno	Tuuno|Tuuno'	lamb	tuuno		N		high	01022007	170	multi_segmentation:3	pending_review
gun	gun	gun	Gun	river	gun		N		high	01002010	169	multi_segmentation:2	pending_review
thupiak	thupiak	thupiak	Thupiak	commandment	thupiak		N		high	01003011	169	multi_segmentation:2	pending_review
Johan	johan	Johan	Johan'	JOHAN	Johan	johan	PROP	UNK	high	40003001	169	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
hai	hai	hai	Hai	cup	hai		N		high	01031028	167	multi_segmentation:2	pending_review
ganhingte	ganhingte	ganhing-te	ganhingte'	animal-PL	ganhing	ganhingte	N	UNK	high	01001024	165	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	pending_review
kisai-in	kisai-in	ki-sai-in		REFL-concern-CVB	sai		UNK		high	01012020	165	pos_unknown	pending_review
upate	upate	upa-te	Upate|upate'	elder-PL	upa	Upate|upate	N	PROP|UNK	high	01050007	165	multi_segmentation:3|multi_lemma:3|multi_pos:N|PROP|UNK	pending_review
gei-ah	gei-ah	gei-ah		edge-LOC	gei		UNK		high	01013018	164	pos_unknown	pending_review
do	do	do		rise	do		UNK		high	01014015	164	pos_unknown	pending_review
kongpi	kongpi	kong-pi	Kongpi	road-big	pi	Kongpi	FUNC	PROP	high	01028017	163	multi_segmentation:2|multi_lemma:2|multi_pos:FUNC|PROP	pending_review
sun	sun	sun	Sun|sun'	basket	sun	Sun	UNK	PROP	high	01001016	162	multi_segmentation:3|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	pending_review
“Nang	“nang	Nang	Nang'	2SG.PRO	nang		FUNC		high	01003014	161	multi_segmentation:2	pending_review
ukte	ukte	uk-te	ukte'	rule-PL	uk	ukte	V	UNK	high	02001011	161	multi_segmentation:2|multi_lemma:2|multi_pos:UNK|V	pending_review
gah	gah	gah		branch	gah		UNK		high	01001011	159	pos_unknown	pending_review
buk	buk	buk	Buk	ambush	buk		N		high	01004007	159	multi_segmentation:2	pending_review
semsem	semsem	sem~sem		serve~REDUP	sem~sem		UNK		high	01007017	159	pos_unknown	pending_review
pah	pah	pah		do.so	pah		UNK		high	01001003	158	pos_unknown	pending_review
“Pasian	“pasian	Pasian	Pasian'	God	pasian		N		high	01003001	158	multi_segmentation:2	pending_review
tam	tam	tam		many	tam		UNK		high	01006001	157	pos_unknown	pending_review
hon	hon	hon	Hon	flock	hon		V		high	01007021	156	multi_segmentation:2	pending_review
Kanaan	kanaan	Kanaan'	Kanaan	KANAAN.POSS	kanaan	Kanaan	UNK	PROP	high	01009018	154	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	pending_review
paito	paito	pai-to	Paito	go-UP	pai	Paito	V	PROP	high	01013001	154	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|V	pending_review
Benjamin	benjamin	Benjamin	Benjamin'	BENJAMIN	Benjamin	benjamin	PROP	UNK	high	01035018	153	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
gamlakah	gamlakah	gam-lak-ah	Gamlakah	land-midst-LOC	gam	Gamlakah	N	PROP	high	01004008	152	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	pending_review
sehnel	sehnel	sehnel	Sehnel	wilderness	sehnel		N		high	01014005	152	multi_segmentation:2	pending_review
natna	natna	nat-na	Natna	ill-NMLZ	nat	Natna	N	PROP	high	02005003	152	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	pending_review
pasian-te	pasian-te	pasian-te	pasian-te'	god-PL	pasian		N		high	01031019	150	multi_segmentation:2	pending_review
kulh	kulh	kulh		steal	kulh		UNK		high	01049022	150	pos_unknown	pending_review
leilu	leilu	leilu	Leilu	north	leilu		N		high	01013014	149	multi_segmentation:2	pending_review
san	san	san		flee	san		UNK		high	01025030	149	pos_unknown	pending_review
kem	kem	kem	Kem	guard	kem		V		high	01002015	148	multi_segmentation:2	pending_review
Joab	joab	Joab'	Joab	JOAB.POSS	joab	Joab	UNK	PROP	high	09026006	148	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	pending_review
midang	midang	midang	Midang|midang'	other.person	midang		N		high	01012003	147	multi_segmentation:3	pending_review
Nitak	nitak	ni-tak	Nitak	day-exact	ni	Nitak	N	PROP	high	01001005	146	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	pending_review
Ammon	ammon	Ammon	Ammon'	AMMON	Ammon	ammon	PROP	UNK	high	01019038	146	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
tuni-in	tuni-in	tu-ni-in	Tuni-in	now-day-ERG	tu	Tuni-In	N	PROP	high	01004014	145	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	pending_review
seh	seh	seh	Seh	appoint	seh		N		high	01041034	145	multi_segmentation:2	pending_review
Manasseh	manasseh	Manasseh	Manasseh'	MANASSEH	Manasseh	manasseh	PROP	UNK	high	01041051	145	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
ma-in	ma-in	ma-in		self-ERG	ma		UNK		high	01002002	144	pos_unknown	pending_review
tuutal	tuutal	tuutal	Tuutal	ram	tuutal		N		high	01015009	144	multi_segmentation:2	pending_review
teci	teci	teci	Teci	witness	teci		N		high	01021030	143	multi_segmentation:2	pending_review
teembaw	teembaw	teembaw	Teembaw	ark	teembaw		N		high	01006014	141	multi_segmentation:2	pending_review
Samuel	samuel	Samuel	Samuel'	SAMUEL	Samuel	samuel	PROP	UNK	high	09001020	141	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
tegel	tegel	tegel	tegel'	both	tegel		N		high	01002024	140	multi_segmentation:2	pending_review
sisan	sisan	sisan	Sisan	blood	sisan		N		high	01004010	140	multi_segmentation:2	pending_review
liante	liante	lian-te	liante'	big-PL	lian	liante	N	UNK	high	01007020	140	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	pending_review
ah	ah	ah	Ah	LOC	ah		FUNC		high	01009012	140	multi_segmentation:2	pending_review
maitang	maitang	maitang	Maitang	forehead	maitang		N		high	01001029	139	multi_segmentation:2	pending_review
sila	sila	sila	Sila	servant	sila		N		high	01009025	139	multi_segmentation:2	pending_review
Efraim	efraim	Efraim	Efraim'	EFRAIM	Efraim	efraim	PROP	UNK	high	01041052	137	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
sabbath	sabbath	sabbath	Sabbath	SABBATH	sabbath	Sabbath	UNK	PROP	high	02016023	137	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	pending_review
Tu-a	tu-a	Tu-a	tu-a	that	tu		FUNC		high	01008021	136	multi_segmentation:2	pending_review
vekpi-in	vekpi-in	vek-pi-in		all-big-ERG	vek		UNK		high	01046015	136	pos_unknown	pending_review
mihon	mihon	mihon	Mihon	poor.person	mihon		N		high	02012003	136	multi_segmentation:2	pending_review
adang	adang	a-dang	Adang	3SG-other	dang	Adang	N	PROP	high	01004019	135	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	pending_review
naupang	naupang	nau-pang	Naupang'|naupang'	child-small	nau	naupang	N		high	01004025	135	multi_segmentation:3|multi_lemma:2	pending_review
Isaac	isaac	Isaac	Isaac'	ISAAC	Isaac	isaac	PROP	UNK	high	01017019	135	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
“Topa	“topa	Topa	Topa'	Lord	topa		N		high	01015008	133	multi_segmentation:2	pending_review
ukpa	ukpa	uk-pa	uk-pa'	rule-male	uk		V		high	01042006	133	multi_segmentation:2	pending_review
tuu	tuu	tuu		climb	tuu		UNK		high	01004002	132	pos_unknown	pending_review
tawi	tawi	tawi	Tawi	carry	tawi		V		high	01022006	132	multi_segmentation:2	pending_review
pawlkhatte	pawlkhatte	pawl-khat-te	Pawlkhatte|pawl-khat-te'	some-one-PL	pawl	Pawlkhatte	N	PROP	high	09008012	130	multi_segmentation:3|multi_lemma:2|multi_pos:N|PROP	pending_review
nihna	nihna	nih-na	nih-na'	two-NMLZ	nih		N		high	01002013	129	multi_segmentation:2	pending_review
shekel	shekel	shekel		SHEKEL	shekel		UNK		high	01023015	129	pos_unknown	pending_review
tanute	tanute	tanu-te	tanute'	daughter-PL	tanu	tanute	N	UNK	high	01006001	128	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	pending_review
milimte	milimte	mi-lim-te	Milimte'|milimte'	idol-PL	mi	milimte	N	UNK	high	02034013	128	multi_segmentation:3|multi_lemma:2|multi_pos:N|UNK	pending_review
Hezekiah	hezekiah	Hezekiah	Hezekiah'	HEZEKIAH	Hezekiah	hezekiah	PROP	UNK	high	12016020	127	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
leitaw	leitaw	leitaw	Leitaw	south	leitaw		N		high	01013014	126	multi_segmentation:2	pending_review
kuan	kuan	kuan		family	kuan		UNK		high	01014024	126	pos_unknown	pending_review
nget	nget	nget	Nget	request	nget		N		high	01024045	126	multi_segmentation:2	pending_review
lawmte	lawmte	lawm-te	Lawmte|Lawmte'|lawmte'	friend-PL	lawm	Lawmte|lawmte	N	PROP|UNK	high	05020008	125	multi_segmentation:4|multi_lemma:3|multi_pos:N|PROP|UNK	pending_review
humpinelkai	humpinelkai	hum-pinelkai	Humpinelkai'	cover-ornament	hum	humpinelkai	V	N	high	01049009	123	multi_segmentation:2|multi_lemma:2|multi_pos:N|V	pending_review
Thutang	thutang	thu-tang	Thutang	word-story	thu	Thutang	N	PROP	high	02023002	123	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	pending_review
kung	kung	kung	Kung	trunk	kung		UNK		high	01001011	121	multi_segmentation:2|pos_unknown	pending_review
kihei	kihei	ki-hei		REFL-path	hei		UNK		high	01014007	121	pos_unknown	pending_review
tuni	tuni	tuni	Tuni	today	tuni		N		high	01021026	121	multi_segmentation:2	pending_review
kihta	kihta	kih-ta	Kihta	abhor-PFV	kih	Kihta	N	PROP	high	02001012	121	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	pending_review
hotkhiatna	hotkhiatna	hot-khiat-na	Hotkhiatna	save-away-NMLZ	hot	Hotkhiatna	V	PROP	high	02014013	121	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|V	pending_review
Jonathan	jonathan	Jonathan	Jonathan'	JONATHAN	Jonathan	jonathan	PROP	UNK	high	07018030	120	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
nomau	nomau	nomau'	Nomau|Nomau'|nomau	2PL.POSS	nomau		FUNC		high	01017013	119	multi_segmentation:4	pending_review
Syria	syria	Syria	Syria'	SYRIA	Syria	syria	PROP	UNK	high	07010006	119	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
lah	lah	lah		lamp	lah		UNK		high	01012001	118	pos_unknown	pending_review
tawm	tawm	tawm		produce	tawm		UNK		high	01013009	118	pos_unknown	pending_review
makai	makai	makai	Makai	prince	makai		N		high	04002002	118	multi_segmentation:2	pending_review
hu	hu	hu		breath	hu		UNK		high	01001030	117	pos_unknown	pending_review
hangun	hangun	hangun		HANGUN	hangun		UNK		high	01019011	117	pos_unknown	pending_review
vantungah	vantungah	vantung-ah	Vantungah	heaven-LOC	vantung	Vantungah	N	PROP	high	01001014	116	multi_segmentation:2|multi_lemma:2|multi_pos:N|PROP	pending_review
lungkhamna	lungkhamna	lung-kham-na	Lungkhamna	heart-anxiety-NMLZ	lung	Lungkhamna	V	PROP	high	01042021	116	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|V	pending_review
zakhat	zakhat	za-khat	za-khat'	hundred-one	za		V		high	01011010	113	multi_segmentation:2	pending_review
mipihte	mipihte	mi-pih-te	mi-pih-te'	person-APPL-PL	mi		N		high	01009005	112	multi_segmentation:2	pending_review
pawlpi	pawlpi	pawl-pi	pawl-pi'	group-big	pawl		N		high	40016018	112	multi_segmentation:2	pending_review
kawikawi	kawikawi	kawi~kawi		crooked~REDUP	kawi~kawi		UNK		high	01008007	111	pos_unknown	pending_review
lui	lui	lui		river	lui		UNK		high	01018008	111	pos_unknown	pending_review
lua	lua	lua		exceed	lua		UNK		high	01018014	111	pos_unknown	pending_review
kisai	kisai	ki-sai		REFL-concern	sai		UNK		high	01021025	111	pos_unknown	pending_review
Gilead	gilead	Gilead	Gilead'	GILEAD	Gilead	gilead	PROP	UNK	high	01031021	111	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
-	-	-		-			UNK		high	01008017	110	pos_unknown	pending_review
Esau	esau	Esau	Esau'	ESAU	Esau	esau	PROP	UNK	high	01025025	110	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
zat	zat	zat		use	zat		UNK		high	01028018	110	pos_unknown	pending_review
tuute	tuute	tuu-te	tuute'	grandchild-PL	tuu	tuute	UNK		high	01029003	110	multi_segmentation:2|multi_lemma:2|pos_unknown	pending_review
“Israel	“israel	Israel	Israel'	ISRAEL	israel		UNK		high	02003013	110	multi_segmentation:2|pos_unknown	pending_review
kuam	kuam	kuam	Kuam	plain	kuam	Kuam	UNK	PROP	high	01013010	108	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	pending_review
“Amaute	“amaute	Amaute	Amaute'	3PL.PRO	amaute		FUNC		high	01037017	108	multi_segmentation:2	pending_review
Absalom	absalom	Absalom	Absalom'	ABSALOM	Absalom	absalom	PROP	UNK	high	10003003	108	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
Ling	ling	ling		pile	ling		UNK		high	01003018	107	pos_unknown	pending_review
meikuang	meikuang	meikuang	Meikuang|Meikuang'	flaming	meikuang		V		high	01003024	107	multi_segmentation:3	pending_review
“Mihing	“mihing	Mihing'	mi-hing	human.POSS	mihing	mi	N		high	01008021	107	multi_segmentation:2|multi_lemma:2	pending_review
gei-a	gei-a	gei-a		edge-LOC	gei		UNK		high	01010005	107	pos_unknown	pending_review
tampite	tampite	tam-pi-te	tam-pi-te'	many-big-PL	tam		UNK		high	01050020	107	multi_segmentation:2|pos_unknown	pending_review
mizawngte	mizawngte	mi-zawng-te'	mi-zawng-te	person-all-PL.POSS	mi		N		high	02023011	107	multi_segmentation:2	pending_review
gawp	gawp	gawp		all	gawp		UNK		high	01011004	106	pos_unknown	pending_review
beel	beel	beel	Beel	pan	beel		N		high	01015017	106	multi_segmentation:2	pending_review
khawl	khawl	khawl		rest	khawl		UNK		high	01008009	104	pos_unknown	pending_review
dingte	dingte	ding-te	dingte'	stand-PL	ding	dingte	V	UNK	high	01014024	104	multi_segmentation:2|multi_lemma:2|multi_pos:UNK|V	pending_review
leng	leng	leng		line	leng		UNK		high	02003013	104	pos_unknown	pending_review
Jeroboam	jeroboam	Jeroboam	Jeroboam'	JEROBOAM	Jeroboam	jeroboam	PROP	UNK	high	11011026	104	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
bil	bil	bil	Bil	ear	bil		N		high	01035004	103	multi_segmentation:2	pending_review
huihpi	huihpi	huih-pi	huih-pi'	wind-great	huih		N		high	01041023	103	multi_segmentation:2	pending_review
Filistia-te	filistia-te	filistia-te	Filistia-te|Filistia-te'	FILISTIA-PL	filistia	Filistia-Te	UNK	PROP	high	09005002	103	multi_segmentation:3|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	pending_review
huih	huih	huih	huih'	wind	huih		N		high	01001030	102	multi_segmentation:2	pending_review
tho	tho	tho	Tho	rise	tho	Tho	UNK	PROP	high	01019002	102	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK|pos_unknown	pending_review
sik	sik	sik	Sik	repent	sik		N		high	01004022	101	multi_segmentation:2	pending_review
Zion	zion	Zion	Zion'	ZION	Zion	zion	PROP	UNK	high	10005007	100	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
vui	vui	vui		dust	vui		UNK		high	01023002	99	pos_unknown	pending_review
ulian	ulian	ulian	Ulian	PL.elder	ulian		FUNC		high	01017020	98	multi_segmentation:2	pending_review
phatna	phatna	phat-na	Phatna	praise-NMLZ	phat	Phatna	V	PROP	high	02015001	98	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|V	pending_review
guah	guah	guah	Guah	rain	guah		N		high	01002005	97	multi_segmentation:2	pending_review
ke'n	ke'n	ke'n	Ke'n	1SG.PRO	ken		N		high	01003012	97	multi_segmentation:2	pending_review
amahmah	amahmah	a-mah-mah	a-mah-mah'	3SG-self~REDUP	mah		FUNC		high	01017017	97	multi_segmentation:2	pending_review
Samaria	samaria	Samaria	Samaria'	SAMARIA	Samaria	samaria	PROP	UNK	high	11013032	97	multi_segmentation:2|multi_lemma:2|multi_pos:PROP|UNK	pending_review
tuite	tuite	tui-te	tuite'	water-PL	tui	tuite	N	UNK	high	01001007	96	multi_segmentation:2|multi_lemma:2|multi_pos:N|UNK	pending_review
Paisan	paisan	Paisan	paisan	god	paisan		N		high	02012011	96	multi_segmentation:2	pending_review
kipte	kipte	kip-te		edge-PL	kip		UNK		high	02015026	96	pos_unknown	pending_review
